text,intent
"my card is wrecked, let's report it",damaged_card
report the card has been torn,damaged_card
i can not use my card since it is damaged,damaged_card
i need to report a bent card,damaged_card
"my card split in half, can i report it",damaged_card
"i cracked my card, order a new one",damaged_card
report that i split my card,damaged_card
please make a report that my card is split,damaged_card
"the magnetic strip on my card is scratched, let the card company know",damaged_card
"i cut up the wrong card, please contact the bank and let them know",damaged_card
"i creased my card today, contact the bank",damaged_card
"my card is cracked, please tell the card company",damaged_card
"the dog chewed up my card, will you find out what it takes to get a replacement",damaged_card
the plastic numbers on my card are falling off,damaged_card
corner of my credit card is chipped off,damaged_card
my card got snapped in half,damaged_card
my card is too scratched and won't read correctly,damaged_card
the sticker on my card is peeling off,damaged_card
i can't use my card because it is broken,damaged_card
my broken card won't work,damaged_card
i can't use my damaged card,damaged_card
my damage card is not working,damaged_card
my damage card will not work,damaged_card
i don't know who to notify that i ran my credit card over with the lawn mower,damaged_card
i ran my credit card over with the lawn mower and need to replace it,damaged_card
i need to replace my credit card because i ran it over with the lawn mower,damaged_card
my card is partially damaged how do i report this,damaged_card
my card is not working and i need to let them know,damaged_card
my card broke in half and i need to report this,damaged_card
the chip on my card is damaged and i need a new one,damaged_card
my card's magnetic strip is not working and i want to notify them,damaged_card
my card has a deep crease through the middle so i would like to report it,damaged_card
how do i report my card if it got cut in half,damaged_card
my card is cracked and i want to report it,damaged_card
my card is too scratched up and i need to report it,damaged_card
i need to report my bent card,damaged_card
report to the company that i damaged my card,damaged_card
call the card company and ask them to replace my card,damaged_card
i damaged the card; can you replace the card,damaged_card
i demagnetized my card and want to report it,damaged_card
i want to report a broken card,damaged_card
"my phone was too close to my card and demagnetized it, how can i report this",damaged_card
my card has been erased and i need to report it,damaged_card
"i need a report form for my damaged, demagnetized card",damaged_card
how to report bent credit card,damaged_card
i can't use my broken card,damaged_card
i broke my card,damaged_card
how to tell the company that my credit card melted,damaged_card
my card is broken,damaged_card
my card isn't working,damaged_card
who do i report to if my credit card snaps,damaged_card
"i accidentally bent my card, what do i do",damaged_card
my card doesn't work anymore,damaged_card
how do i report a melted credit card,damaged_card
"my card needs replaced, i accidentally scraped it",damaged_card
"i'd like to report my card as damaged, it's bent",damaged_card
"i bent my card, can you report it to my bank",damaged_card
"my card got scratched badly, can you tell my bank to send a replacement",damaged_card
"my card snapped, can you tell my bank to send a replacement",damaged_card
i accidentally put my credit card in the shredder,damaged_card
my credit card fell out of my back pocket and got flushed down the toilet,damaged_card
my credit card snapped in half while i was fiddling with it,damaged_card
my dog ate my credit card and ruined it,damaged_card
i was using my credit card as a cutting board and accidentally sliced it in half,damaged_card
can you assist me with reporting that the atm nicked my card,damaged_card
i need to report a new card please the atm hurt mine,damaged_card
how report that scratched my card,damaged_card
the atm chewed up my card can i get a new one,damaged_card
"an atm ate my card, how do i report it",damaged_card
my card fell out of my wallet and i ran over it so it does not work,damaged_card
my card fell in the toilet and now the chip does not work,damaged_card
the magnetic strip on my card is scratched up pretty badly from overuse can i get a new one,damaged_card
i need a new card because my dog chewed on it and now it does not work,damaged_card
i want to report my damaged card i accidentally cut it up thinking it was my expired card,damaged_card
i cracked my rewards card can i get a different one,damaged_card
"when is the upcoming holiday, please",next_holiday
when is the upcoming holiday,next_holiday
what day is our next free day,next_holiday
when is the next scheduled holiday,next_holiday
"when is the next scheduled holiday, please",next_holiday
when is our next free day,next_holiday
"when is our next free day, please",next_holiday
"what day is our next free day, please",next_holiday
"what day is our next free day on the calendar, please",next_holiday
"when is the next holiday, please",next_holiday
are there any holidays this month,next_holiday
when is the next day i have off,next_holiday
how many more days until my next paid day off,next_holiday
which holiday is next in line,next_holiday
i need to know how long until my next vacation day,next_holiday
is there a holiday next week,next_holiday
how many days until i am off,next_holiday
when is my next vacation day,next_holiday
what's the time period till our next day off,next_holiday
how much time till the next day off,next_holiday
how much longer till the next day off,next_holiday
how much time till the next time off,next_holiday
how many days till we have off again,next_holiday
when's the next time i get a day off,next_holiday
when is the next scheduled day off,next_holiday
what's the next day i am scheduled off,next_holiday
what's the closest holiday after today,next_holiday
do i have a day off coming up soon,next_holiday
what is the next holiday on the calendar,next_holiday
how many days until my next day off,next_holiday
what holiday comes next,next_holiday
when will i get the next holiday with pay,next_holiday
when is the next time off for a holiday here,next_holiday
check when the next day is i can go fishing will be,next_holiday
when is the next office holiday,next_holiday
when does my current job have the next official paid holiday,next_holiday
what's the next scheduled holiday at this job,next_holiday
when will we next get to stay home from work,next_holiday
when's the next federally recognized holiday,next_holiday
when's the next time my job'll give me a day to myself,next_holiday
when does this place let us have a holiday next,next_holiday
let me know when my next day off is,next_holiday
can you tell me when our next day off is,next_holiday
when do i get a day off,next_holiday
give me the info of when our next day off is,next_holiday
show me my next day off,next_holiday
how many more weeks until the next holiday,next_holiday
which holiday is next,next_holiday
how many more days until the next holiday,next_holiday
how soon until the next holiday,next_holiday
tell me when i will next have the day off,next_holiday
tell me when the next holiday arrives,next_holiday
tell me when the next day off will be,next_holiday
please look up the next holiday for me,next_holiday
i need to know when i will next have the day off,next_holiday
find out for me when the next holiday will be,next_holiday
look up when our next day off will be,next_holiday
i need to know when the next holiday is,next_holiday
when can i expect my next day off,next_holiday
can you tell me what the next holiday is,next_holiday
do you know the date of my next day off,next_holiday
please tell me what the next holiday is,next_holiday
i need to know when the next holiday will be,next_holiday
i need to know when my next day off is,next_holiday
what is the date of the next holiday,next_holiday
how soon is my next day off,next_holiday
tell me when my next day off is,next_holiday
how long until my next day off,next_holiday
when will we have another day off,next_holiday
what is my next day off,next_holiday
whats the next day that i am off,next_holiday
how many days until the next holiday arrives,next_holiday
what day am i off next,next_holiday
how much longer until my next day off,next_holiday
when is my next day off,next_holiday
when will i be off again,next_holiday
to what extent until the following day away from work,next_holiday
to what extent until the following three day weekend,next_holiday
to what extent until the following free day,next_holiday
what is the next holiday,next_holiday
tell me what holiday is comming up next,next_holiday
are there any holiday's comming up,next_holiday
what holiday's are comming up next,next_holiday
when can i expect the next holiday here,next_holiday
is the next day off coming up,next_holiday
when's the next day off coming up,next_holiday
how long before the next day off is here,next_holiday
when is the next day off,next_holiday
when will the day off be,next_holiday
i need to know when i get my next day off,next_holiday
when do i finally get a day off,next_holiday
when don't i have to work next,next_holiday
what holiday can i expect next,next_holiday
do you know when my next day off is coming,next_holiday
what holiday is coming up next,next_holiday
when do i have some time off next,next_holiday
when's the next holiday coming,next_holiday
can you tell me the next holiday,next_holiday
what's the next holiday,next_holiday
what's the date of the next closest holiday,next_holiday
raise the volume to 4 please,change_volume
please set the volume to 4,change_volume
please increase the volume to 4,change_volume
please raise the volume to 4,change_volume
set the volume to 4 please,change_volume
bring the volume up overall,change_volume
make the volume louder,change_volume
bring the sound up,change_volume
turn your speakers up,change_volume
make the speakers louder,change_volume
lower your volume,change_volume
go ahead and increase the volume to 4 please,change_volume
you must increase the volume to 4 please,change_volume
go ahead and your volume,change_volume
you must increase your volume,change_volume
please increase your volume,change_volume
please increase your speaker volume,change_volume
go now and increase the volume to 4 please,change_volume
please increase the volume to 4 please,change_volume
i want to increase your volume,change_volume
i need you to your volume,change_volume
please your volume,change_volume
go ahead and increase your speaker volume,change_volume
i want you to your volume,change_volume
i need you to increase your volume,change_volume
i need you to increase your speaker volume,change_volume
please go ahead and increase your speaker volume,change_volume
make my volume louder please,change_volume
make the sound of my speaker greater,change_volume
can you rise the volume of this please,change_volume
change the speaker volume to a louder one,change_volume
i want the speaker to be louder please,change_volume
i can't hear you,change_volume
turn it up please,change_volume
i need it louder,change_volume
the sound is too low,change_volume
the speaker volume needs to be increased,change_volume
would you please increase your speaker volume,change_volume
i need you to increase the speaker volume,change_volume
can you increase the speaker volume,change_volume
turn up the volume level to 4,change_volume
"turn up the volume level to 4, please",change_volume
"increase the volume level to 4, please",change_volume
increase the volume level to 4 now,change_volume
increase the volume level to 4,change_volume
can i have my volume increased,change_volume
can my volume be increased,change_volume
can i increase my volume,change_volume
volume needs to be at 4,change_volume
volume should be increased to 4,change_volume
boost volume to 4,change_volume
i want volume at 4,change_volume
i want that volume bumped up to 4,change_volume
the volume should be decreased,change_volume
raise the volume,change_volume
lower the volume,change_volume
i would like the volume lower,change_volume
can you turn this down,change_volume
turn the volume up,change_volume
i'd like to turn up the volume,change_volume
turn up the speaker volume,change_volume
get louder,change_volume
volume should be set at 4,change_volume
i'd like it to be louder,change_volume
can you please turn the volume to 4,change_volume
please speak louder,change_volume
increase your vocals,change_volume
lower your voice box,change_volume
increase your voice box,change_volume
turn your vocals down,change_volume
turn your voice box down,change_volume
turn down your volume,change_volume
limit your volume,change_volume
please adjust your settings,change_volume
change the volume to 4 now please,change_volume
go ahead and put the volume to 4,change_volume
set the volume to 4 now,change_volume
can you change the volume to 4,change_volume
turn the volume to 4,change_volume
can you turn the volume to 4,change_volume
set the volume at 4 for me please,change_volume
make the volume set to 4,change_volume
i want volume set to 4,change_volume
turn volume to the number 4 setting,change_volume
turn the volume to level 4,change_volume
make the volume 4,change_volume
please make sure the volume is on 4,change_volume
turn down volume,change_volume
please increase volume,change_volume
raise volume,change_volume
decrease volume level,change_volume
lower volume level,change_volume
set volume higher,change_volume
increase volume,change_volume
lower volume,change_volume
please raise volume,change_volume
decrease volume,change_volume
increase volume to 4,change_volume
put volume at 4,change_volume
decrease volume to 4,change_volume
which song is playing,what_song
what's this song called,what_song
what song is this,what_song
what's the name of this song,what_song
what is this song,what_song
can you tell me what song this is,what_song
which song is this,what_song
can you look up the name of this song,what_song
i'd like to know what this song is,what_song
can you tell me the name of this song,what_song
do you know what this song is,what_song
what's song am i hearing,what_song
tell me the song title,what_song
what's the title of this track,what_song
what song am i listening to,what_song
who sings this song,what_song
what's the name of what's playing on my speakers,what_song
what's this track,what_song
what's playing right now,what_song
what's the title of this,what_song
what's the name of this tune,what_song
what's the name of this release,what_song
what's the title of this tune,what_song
what track am i listening to,what_song
what's this jam called,what_song
what's this song,what_song
can you name the song on the speakers,what_song
who is this song that's on the stereo,what_song
can you give me the name of this tune,what_song
tell me what song this is,what_song
tell me the name of the song that is playing,what_song
tell me the name of this song,what_song
let me know what song is playing,what_song
help me to know what song is playing,what_song
i want to know what song is playing,what_song
i am wanting to know what song this is,what_song
i am needing to know what song is playing,what_song
could you let me know what song this is,what_song
i need to know what song this is,what_song
what is that song that's playing,what_song
what is the name of the song that's playing on the radio right now,what_song
what's the name of the song you're playing,what_song
what music is playing on the the bluetooth now,what_song
which song is playing now,what_song
can you tell me this song,what_song
"name this song, please",what_song
what's the song currently playing,what_song
what's the name of the current song,what_song
what song is playing,what_song
what band is this,what_song
i like this song who is it by,what_song
what is the title of this track,what_song
tell me the artist currently playing,what_song
what's the artist's name of this song,what_song
what is the track title of the song playing,what_song
name the singer of this track,what_song
who sang this song,what_song
who plays this song,what_song
what's the now playing song that we are listening to,what_song
what's the current song that we are listening at this time,what_song
what's the name of the song that we are listening to,what_song
what's the song that we are listening at this moment,what_song
what's the song they are playing for us right now,what_song
what's the name of this song i'm listening to,what_song
what am i listening to,what_song
what is the current song,what_song
can you tell me what song i'm hearing,what_song
what am i hearing on the speakers now,what_song
what's this song playing,what_song
whats the name of the playing song,what_song
tell me this songs name,what_song
i need to know this song's name,what_song
i want to know the name of the song that's playing,what_song
can you tell me the mane of the song playing,what_song
i'd like to know this song's name,what_song
can you get me the name of this song,what_song
find out what this song is,what_song
i would like to know this song's title,what_song
i need to know what this song is called,what_song
tell me the title of this song,what_song
tell me this song's name,what_song
what is the song that's playing,what_song
tell me the song that's playing right now,what_song
do you know the name of this song,what_song
do you know what song this is,what_song
what is the name of this song,what_song
can you tell me the song we are listening to,what_song
which song are we listening to,what_song
what is the song that is currently playing,what_song
can you tell me what this song is,what_song
whats the name of this song,what_song
what is the title of this tune,what_song
what tune is this,what_song
what is that noise,what_song
what is playing,what_song
whats the title of this,what_song
whats the title of this song,what_song
the song on speaker is what like,what_song
the song on speaker is what,what_song
what is the song on speaker,what_song
i need a bed in brownsburg near walmart from apil 4th until the 5th,book_hotel
i need a room in indianapolis near the track from may 2nd through the 5th,book_hotel
i need lodging in lizton near the ice cream parlor from may 3rd until the 8th,book_hotel
need a place to crash in elizabeth near the refinery from june 4th until the 9th,book_hotel
i need a place to stay in newark near a bodega from may 2nd through the 4th,book_hotel
i want to book a hotel room for 10 people from monday to tuesday in manhattan,book_hotel
is there a room big enough for 10 people from monday to tuesday in manhattan,book_hotel
is it possible to book 10 people from monday to tuesday in manhattan,book_hotel
i would like to reserve a hotel room that accomodates 10 people from monday to tuesday in manhattan,book_hotel
i'm inquiring about the availability of a room that fits 10 people from monday to tuesday in manhattan,book_hotel
book me a hotel in st louis near the arch from march 2nd to 5th,book_hotel
i need a room in london for 2 people from march 1st to 3rd,book_hotel
get me a hotel room for 3 people from march 12th to 14th in chicago,book_hotel
book me a hotel in new york near the empire state building from marc 2nd to 4th,book_hotel
book me a hotel in chicago near the water tower shopping from april 2nd to 4th,book_hotel
get me a hotel room for 4 people from march 1st to 3rd in seattle,book_hotel
"in paris, get me a hotel room for 4 people from march 1st to 3rd",book_hotel
can you find me a hotel for 2 people on april 1st to 4th in rome,book_hotel
can you book me a hotel in los angeles near commerce casino from april 1st to the 5th,book_hotel
book me a hotel in seattle near the space needle from march 3rd to 5th,book_hotel
can you book me a room in new york city from april 2 through april 8,book_hotel
are there any openings in new york city from april 2 through april 8,book_hotel
are there any vacancies in new york city from april 2 through april 8,book_hotel
how about any bookings in new york city from april 2 through april 8,book_hotel
is there anything available in new york city from april 2 through april 8,book_hotel
book me a room on november 11 to 15 in cali,book_hotel
create a reservation novemeber 11 to 15 in cali,book_hotel
show me all hotels in evans with good reviews,book_hotel
which hotels in evans have good reviews,book_hotel
get me a room in cali on november 11 to 15,book_hotel
show me a well reviewed hotel in evans,book_hotel
what is the best rated hotel in evans,book_hotel
find me a place to stay in cali november 11 to 15,book_hotel
make a reservation to stay in cali from november 11 to 15,book_hotel
is it possible to have a place booked in salem from the 1st to the 3rd,book_hotel
see if you can get me a room in colorado springs near garden of the gods from march 01 to march 02,book_hotel
"i'd like you to book me a room in austin near google's headquarters from january 01, 2020 to february 02, 2020",book_hotel
please book me a room in austin from tomorrow to the 2nd,book_hotel
i want a hotel room for 6 from the 1st through the 3rd in seattle,book_hotel
can you find me a decent hotel in denver,book_hotel
"i'd like a placed booked in san diego from may 1st, 2020 to june 2nd, 2020",book_hotel
are there any good hotels in salem,book_hotel
what's a good hotel to stay at in chicago,book_hotel
will you find me a place to stay in casper from march 5th to march 11th,book_hotel
check if there's a hotel room that can receive 10 people in tampa from this friday for a week,book_hotel
"can i get a hotel room that can accommodate 50 people in bangor from january 01, 2021 to january 30, 2021",book_hotel
i need a hotel booked in denver near the museum from friday to saturday,book_hotel
i want a hotel booked in salem near the concert hall from the first to the second,book_hotel
i required a hotel room for 20 people from march 8th through march 20th in las vegas,book_hotel
what hotels have decent reviews in bangor,book_hotel
"is it possible to have a room booked in omaha near the convention hall for may 01, 2019 to may 05, 2019",book_hotel
i'd like to find a hotel in tampa that people liked enough to leave good reviews about,book_hotel
can you book me a place to stay in denver from wednesday to friday,book_hotel
i need a hotel room that can host 5 people from tomorrow to saturday in denver,book_hotel
please find me a hotel room for 4 people from monday to wednesday in lakewood,book_hotel
i need a hotel room big enough for 4 people from monday to wednesday in lakewood,book_hotel
i need a hotel room for 4 people in lakewood from monday to wednesday,book_hotel
what hotel would you recommend in lakewood for 4 people from monday to wednesday,book_hotel
i will be in lakewood from monday to wednesday and i need a hotel room for 4 people,book_hotel
please help me book a place to stay in pittsburgh from monday to friday,book_hotel
"i need a place in pittsburgh to stay from monday to friday, can you help",book_hotel
help me find a hotel in columbus with good reviews,book_hotel
can you find me a hotel in columbus with good reviews,book_hotel
"please find a columbus, ohio hotel with good reviews",book_hotel
will you help me book a place to stay from monday to friday in pittsburgh,book_hotel
can you book me a place to stay in pittsburgh from monday to friday,book_hotel
please book me a place in pittsburgh to stay from monday to friday,book_hotel
"find a columbus, ohio hotel with good reviews",book_hotel
help me find a hotel in that has good reviews in columbus,book_hotel
do you know of any well reviewed hotels in chicago,book_hotel
help me find a well reviewed hotel in dallas,book_hotel
find me a hotel in kansas city with good reviews,book_hotel
i need to find a nice hotel with solid reviews in seattle,book_hotel
look up hotels with positive reviews in new york city,book_hotel
"what hotels are near, ny, ny for the 9th to 11th",book_hotel
"please book a hotel in ny, close to brooklyn, on the 25th to 30th",book_hotel
"book a hotel in pa, harrisburg for the 10th to 15th",book_hotel
"find and book a hotel in md, baltimore starting on the 7th to the 9th",book_hotel
"i need to book a hotel in ny, queens arrive on 8th and leave on the 13th",book_hotel
i need a hotel in new orleans with awesome reviews,book_hotel
find a suitable lodging in vancouver on march 16-19,book_hotel
help me find a good reviews hotel in la,book_hotel
i need a hotel in new orleans from may 2 - 5 near the french quarter,book_hotel
find a hotel with great reviews in san francisco,book_hotel
find me a hotel in seattle with great reviews,book_hotel
help me a great hotel in vegas for this weekend,book_hotel
can you find me a place to stay in sacramento near the capitol on july 3-5,book_hotel
find a hotel in san francisco for march 8 & 9,book_hotel
i need a well-rated hotel in vegas,book_hotel
can i book a hotel in new york city near times square from 3/1 until 3/5,book_hotel
book me a hotel room in memphis for 3 people from 3/6 until 3/10,book_hotel
hotel room for 5 in austin for 3/1 until 3/8,book_hotel
i need a hotel in austin near south congress from 3/5 until 3/10,book_hotel
book me a hotel in pittsburgh near grant street for 3/15 through 3/18,book_hotel
"march 20th through the 22nd, please book me a hotel room in manhattan big enough for 10 people",book_hotel
i'm going to need a hotel in tampa near ybor city for march 23rd through the 28th,book_hotel
i'm going to need a hotel room for 8 people in tallahassee from 3/10 until 3/12,book_hotel
could you reserve me a hotel room in philadelphia near chinatown from 3/19 through 3/22,book_hotel
"in brooklyn, i need a hotel room for 4 from 3/15 until 3/20",book_hotel
book me a hotel with good ratings in nashville,book_hotel
how much are my state taxes,taxes
what will my state taxes cost,taxes
how much are taxes in my state,taxes
how much state taxes do i owe,taxes
tell me how much in tax on this,taxes
and what are the taxes,taxes
tell me what the tax amount is,taxes
what is the tax amount,taxes
how much are taxes on this,taxes
what is the amount of my federal taxes,taxes
about how much will my federal taxes be,taxes
how much will i have to pay in state taxes,taxes
what do my state taxes amount to,taxes
how much will i have to pay in federal taxes,taxes
how much do i owe for state taxes,taxes
what do my federal taxes amount to,taxes
what amount will my state taxes be,taxes
how much will my state taxes be,taxes
how much am i going to have to pay in taxes to the state,taxes
how much will i have to pay in colorado taxes,taxes
what's my bill going to be for my taxes for tennessee,taxes
how much am i going to have to pay in federal taxes this year,taxes
how much is the irs going to get from me,taxes
what's my irs bill going to look like,taxes
what will i need to pay in federal taxes,taxes
how much money am i going to lose this year for state taxes,taxes
how much money is the state going to take from me for taxes,taxes
how are my federal taxes looking this year,taxes
i have to pay how much back in taxes,taxes
how much will i pay the government back in taxes,taxes
what amount do i have to pay in taxes,taxes
how much do i have to pay back for my taxes,taxes
what is the amount of money that i have to pay in taxes,taxes
what is the total amount of tax deductions from my income,taxes
what do i pay currently in income taxes,taxes
i need to know how much tax i pay from my earnings,taxes
how much am i paying from my income in taxes,taxes
can you find the exact amount i pay income taxes,taxes
do i pay a lot of taxes on my income,taxes
how much am i expected to pay in tax,taxes
do i have to file a tax form,taxes
will i pay over $500 in federal taxes,taxes
what can i expect to pay in taxes,taxes
are my state tax payments too high,taxes
how much do americans pay for federal taxes on average,taxes
how much will i pay in state taxes,taxes
how much do i pay the government in taxes,taxes
what percentage do i pay in taxes,taxes
what percentage of my income is taken out for taxes,taxes
how much will i pay in federal taxes,taxes
what do i owe the government on my taxes,taxes
help me calculate my federal tax bill,taxes
can you calculate my state taxes,taxes
"using my salary as a basis, what taxes will i owe",taxes
how are my state taxes looking,taxes
help me figure out my state taxes,taxes
can you calculate my tax,taxes
how much is my income tax,taxes
can you tell me my income tax,taxes
how much do i pay in income tax,taxes
how much tax do i owe,taxes
what kind of tax do i pay,taxes
what amount am i taxed on my income,taxes
what do you think will be the result of my federal tax return,taxes
what's the damage on my federal tax return,taxes
what does my federal tax return look like,taxes
what will my federal tax return be,taxes
how much money will i get or owe on my federal tax return,taxes
how much money do i pay in taxes,taxes
"how much money do i pay in taxes, please",taxes
"what amount of money do i pay in taxes, please",taxes
how much do i pay in taxes,taxes
"how much do i pay in taxes, please",taxes
i need to know how much i should pay in tax,taxes
let me know my tax rate,taxes
what amount of tax should i pay,taxes
please tell me what i pay in taxes,taxes
i would like to know how much i pay in taxes,taxes
what is the total amount i pay in taxes,taxes
can you tell me how much i pay in taxes,taxes
how much does it seem my state taxes will be,taxes
tell me what my state taxes are,taxes
what are my state taxes looking like,taxes
can you tell me more about my federal taxes,taxes
what do i owe in federal taxes,taxes
give me the specifics on my federal taxes,taxes
what does it look like my state taxes will add up to,taxes
i need the details on my federal taxes,taxes
what do i currently pay in taxes,taxes
what do i pay in taxes,taxes
how much will i pay for state taxes this year,taxes
how different will my state taxes be,taxes
what is my state taxes currently,taxes
what will my state taxes amount to this year,taxes
how much did my state taxes change,taxes
how much tax do i pay,taxes
how much do i pay in tax,taxes
how much do i pay in my taxes,taxes
how much as my taxes by the way,taxes
what amount do my state taxes look like,taxes
what is my vacation schedule look like,pto_balance
can you explain to me what type of vacation days i have still,pto_balance
what type of vacation schedule do i have left,pto_balance
can i get vacation day totals i have left,pto_balance
"how many vacation days do i have saved up, please",pto_balance
how many vacation days do i have remaining,pto_balance
how many vacation days do i have saved up,pto_balance
"how many vacation days do i have remaining, please",pto_balance
how many vacation days do i have left,pto_balance
how many vacation days do i still have,pto_balance
how many vacation days do i still get,pto_balance
i want to know how much vacation time i can use,pto_balance
do i have any vacation days to use,pto_balance
tell me if i have any spare vacation days,pto_balance
do i have any vacation time left,pto_balance
do i have any vacation days left,pto_balance
how many holiday days do i have left to use,pto_balance
i want to know how many vacation days i can use,pto_balance
how many vacation days do i have,pto_balance
do i have any personal days left,pto_balance
how many of my vacation days do i have remaining,pto_balance
how many vacation hours do i have,pto_balance
how much paid time off do i have saved,pto_balance
how many days do i have left of pto,pto_balance
how many day of my vacation are left for the year,pto_balance
how many pto days do i have left,pto_balance
how many pto days do i have for the year,pto_balance
how many vacation days do i have for the year,pto_balance
how many vacation days have i accrued,pto_balance
can you tell me how much pto i still have,pto_balance
what's the current amount of vacation owed to me,pto_balance
what number of vacation days remain for me,pto_balance
how many days can i slack off this year,pto_balance
do i have enough vacation to take a european trip,pto_balance
how much vacation am i currently entitled to,pto_balance
what's the amount of pto i have left,pto_balance
how much paid time off have i earned to date,pto_balance
what pto time to i have remaining,pto_balance
what's the current count of my pto days,pto_balance
what's the count of vacation days i have left,pto_balance
how much pto have i accrued,pto_balance
"do i still have any pto days left, and if so, how many",pto_balance
how much pto do i have left,pto_balance
how much time off do i have left,pto_balance
what's my vacation day total,pto_balance
do i still have vacation days,pto_balance
how many vacation days do i have to spend,pto_balance
check how much pto i have left,pto_balance
what's the status on my vacation days,pto_balance
check days of pto,pto_balance
what is the saved vacation time i have left,pto_balance
how much time do i have for vacation saved,pto_balance
how many days of vacation time do i have saved,pto_balance
what is the amount of vacation days i have left,pto_balance
how many saved days of vacation time do i have,pto_balance
how many days for vacation do i have left,pto_balance
hoe many vacation days are left for me,pto_balance
how many days are left for me for vacation if i may ask,pto_balance
how many days off for vacation do i have left,pto_balance
how many vacation days do i have left this year,pto_balance
how many vacation days do i have saved,pto_balance
can you figure out how many vacation days i have left,pto_balance
i have how many vacation days saved up,pto_balance
i have how many vacation days left this year,pto_balance
i have how many vacation days left,pto_balance
how many days of vacation have i saved,pto_balance
i've saved what number of days of vacation,pto_balance
tell me the number of vacation days i have stored,pto_balance
what's the number of remaining vacation days i have,pto_balance
how many pto days do i have remaining,pto_balance
what is my remaining pto days,pto_balance
can you tell me the number of pto days i have left,pto_balance
can you tell me the remaining time i have for pto,pto_balance
do you know ho many vacation days i currently have,pto_balance
would you please tell me how many vacation days i have,pto_balance
please tell me how many vacation days i currently have,pto_balance
could you tell me how many vacation days i have left,pto_balance
how many days of vacation do i have,pto_balance
how much vacation time have i accrued,pto_balance
how many vacation hours have i accrued,pto_balance
please calculate my vacation time,pto_balance
i'd like to know how many vacation days i have,pto_balance
i want to know how many vacation days i have,pto_balance
what number of vacation days do i have,pto_balance
tell me how many vacation days i have,pto_balance
let me know the number of vacation days i have,pto_balance
i need to know how many vacation days i have,pto_balance
would you provide the number of vacation days i have,pto_balance
provide me the number of vacation days i have,pto_balance
how much pto do i have,pto_balance
do i have any remaining pto days,pto_balance
how much paid time off do i have,pto_balance
do i have any pto days left,pto_balance
do i have enough pto to take time off,pto_balance
how many more vacation days do i have for the year,pto_balance
tell me how many vacation days i have left,pto_balance
how many more vacation days can i use this year,pto_balance
how many vacation days are available to me,pto_balance
how many more pto days are there for me,pto_balance
let me know my vacation time,pto_balance
i want to know my interest rate,interest_rate
tell me my interest rate,interest_rate
what interest rate am i paying,interest_rate
my interest rate please,interest_rate
how do i know the interest rate for my signature account,interest_rate
how can i figure out my interest rate for my umpqua account,interest_rate
how can i find my interest rate for my alliance account,interest_rate
how can i figure out the interest rate for my columbia account,interest_rate
how can i find the interest rate for my red river account,interest_rate
what is the rate of interest on my savings account,interest_rate
how much interest am i getting on my savings,interest_rate
check the interest rate on my savings account,interest_rate
tell me my current savings account's interest rate,interest_rate
what's the interest rate on my savings,interest_rate
what is my interest rate payment,interest_rate
how do i figure out my intetest rate,interest_rate
how to calculate my interest rate,interest_rate
what is my intetest rate,interest_rate
i must find the interest rate for my checking account,interest_rate
i gotta find the interest rate for my checking account,interest_rate
i would love to know the interest rate on my bank of america cd account,interest_rate
i need to know the interest rate on my bank of america cd account,interest_rate
what is the interest rate on my bank of america cd account,interest_rate
i have to find the interest rate for my checking account,interest_rate
i must know the interest rate on my bank of america cd account,interest_rate
i really need to find the interest rate for my checking account,interest_rate
i need to find the interest rate for my checking account,interest_rate
i wanna know the interest rate on my bank of america cd account,interest_rate
what is the interest rate i am receiving from the start of the year,interest_rate
what's the interest rate i have from illinois national,interest_rate
can you tell me what my interest rate from first federal is,interest_rate
"x has given me an interest rate, what is it",interest_rate
what's my interest rate from january,interest_rate
i need the interest rate on my capital one account,interest_rate
could you help me find the interest on my chase account,interest_rate
i need help finding the apr on my aspire loan,interest_rate
"hi, can you tell me the interest on my ira",interest_rate
can you help me find the interest rate for my sba account,interest_rate
where do i go to view the interest rate on my brighton account,interest_rate
what do i need to do to look up my 1st republic account's interest rate,interest_rate
tell me how to locate the interest rate for my jonah account,interest_rate
what is the interest rate on my scotiabank account,interest_rate
please tell me what i can expect my bank of america interest rate to be,interest_rate
"if i'm using citibank, what is the interest rate",interest_rate
what is the interest rate at chase,interest_rate
what would the interest rate at wells fargo be,interest_rate
i would like to know my chase interest rate,interest_rate
what is my current interest rate,interest_rate
what is my annual percentage rate,interest_rate
do you know what the interest rate is on my account,interest_rate
how percentage am i earning annually on my account,interest_rate
what interest rate will i get from city national,interest_rate
what interest rate will regions give me,interest_rate
what is the best interest rate i can get from now on,interest_rate
what is the interest rate i can get from the beginning of next year,interest_rate
is there any info on my savings interest rate online,interest_rate
is my savings interest rate too high,interest_rate
i need to know my interest rate,interest_rate
can i find out my checking interest rate online,interest_rate
is my savings interest rate too low,interest_rate
what is my interest rate for chase bank,interest_rate
how are the interest rates at chase bank,interest_rate
what is my credit card interest rate,interest_rate
i want to know td banks interest rates,interest_rate
how's my interest rate,interest_rate
does my checking interest rate seem low,interest_rate
what's the interest rate for my checking account,interest_rate
what's td bank's interest rate,interest_rate
can you tell me my current interest rate,interest_rate
let me know what my interest rate is,interest_rate
could you tell me my interest rate,interest_rate
"what's my current interest rate, if you could look",interest_rate
what's my interest rate,interest_rate
what interest rate am i getting,interest_rate
